PUMFID,LM_30,LM_35A,LM35BCDE,LM_35F,LM_35G,LM_40,MH_05,MH_15A,MH_15B,MH_15C,MH_15D,MH_15E,MH_15F,MH_15G,BH_20A,BH_20B,BH_20C,BH_20D,BH_20E,BH_20F,BH_20G,BH_20H,BH_20I,BH_20J,BH_20K,BH_20L,BH_20M,BH_20N,BH_35A,BH_35B,BH_35C,BH_35D,BH_35E,BH_40A,BH_40B,BH_40C,BH_40D,BH_40E,BH_40F,BH_40G,BH_40H,BH_110,BH_115,HHLDSIZC,AGEGRP,IMMIGRNC,SEX,PCHILD,MARSTATC,DWELCODC,PEDUC_LC,PTELEWSC,PEMPSTC,ANXDVGAD,ANXDVSEV,ANXDVGAC,MHDVMHI,PFSCDV,RURURB,PERS_WGT,VERDATE
6133,5,2,2,2,1,4,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,4,4,3,4,3,3,3,3,3,3,3,3,1,2,1,2,1,2,0,4,4,4,3,1,0,0,2,3,0,2,1293.5004,05/06/2020
6134,4,2,2,2,1,4,3,1,1,1,1,1,4,1,1,2,2,2,2,2,2,1,1,1,2,1,2,2,4,4,4,4,2,3,3,3,2,1,1,1,3,3,3,2,2,1,1,0,4,2,4,2,1,3,1,2,2,0,2,4805.0368,05/06/2020
6135,3,2,2,2,1,3,2,3,3,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,3,4,3,4,2,1,3,3,3,3,1,3,3,1,3,1,4,1,2,0,4,4,4,4,3,7,2,2,3,0,2,786.2762,05/06/2020
6136,6,2,2,2,1,4,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,4,3,3,4,3,3,3,3,1,1,1,3,1,1,1,6,1,2,0,3,1,4,9,4,0,0,2,4,9,2,1224.3292,05/06/2020
6137,6,2,2,2,1,4,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,4,4,2,4,3,3,3,3,1,1,3,3,1,1,2,7,1,2,0,1,1,1,9,4,1,1,2,4,0,2,5319.7194,05/06/2020
6138,4,2,2,2,1,2,4,2,2,2,3,4,3,2,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1,4,3,3,4,3,3,3,1,1,1,3,3,1,4,1,2,1,2,0,4,3,6,1,1,11,3,1,1,0,2,10079.398,05/06/2020
6139,6,9,9,9,9,5,3,2,2,2,2,3,2,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,3,4,4,9,4,3,3,3,3,3,3,3,3,1,1,2,6,1,2,0,2,4,2,9,4,8,2,2,2,0,2,4373.4497,05/06/2020
6140,6,2,2,2,1,4,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,1,2,0,3,4,6,9,4,0,0,2,4,0,2,554.6366,05/06/2020
6141,4,2,2,2,1,4,5,2,2,2,2,2,3,3,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,4,3,4,4,1,3,3,1,1,1,3,3,3,3,2,4,1,2,1,3,1,5,2,1,9,2,2,0,0,2,2290.0703,05/06/2020
6142,4,2,2,2,1,4,3,2,2,2,3,2,3,3,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,4,3,3,3,3,3,3,3,2,3,2,3,2,3,2,2,1,2,1,2,4,6,2,1,10,3,1,2,0,2,13495.9834,05/06/2020
6143,5,2,2,2,1,4,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,4,4,4,4,3,3,3,3,3,3,3,3,1,2,1,4,1,2,1,4,2,3,3,1,0,0,2,4,0,2,16509.9835,05/06/2020
6144,5,2,2,2,1,4,4,2,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,3,4,3,4,4,3,3,3,3,1,1,3,3,4,5,3,3,1,1,1,1,1,3,3,1,3,1,2,1,0,2,7947.686,05/06/2020
6145,3,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,3,4,4,4,4,3,1,3,3,1,1,1,1,3,3,3,3,1,1,0,4,1,3,4,3,1,1,2,4,0,1,3115.9912,05/06/2020
6146,4,2,2,2,1,4,5,2,2,2,3,2,3,3,2,1,2,2,2,1,2,1,1,1,1,1,2,2,1,1,3,3,4,1,3,3,1,3,3,1,3,2,3,1,3,1,1,0,4,3,7,2,1,10,3,1,0,0,2,5434.3525,05/06/2020
6147,5,2,2,2,1,4,4,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,5,2,2,0,1,1,2,3,1,7,2,2,1,0,2,17929.1343,05/06/2020
6148,6,2,2,2,1,4,2,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,4,4,4,4,3,3,1,3,3,3,3,3,2,2,3,5,1,1,0,2,3,5,9,4,2,1,2,3,0,2,2267.4437,05/06/2020
6149,6,2,2,1,2,1,5,4,2,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,4,4,4,1,1,1,1,1,3,3,3,2,3,1,3,1,1,0,4,1,2,9,4,16,4,1,0,0,2,19909.1911,05/06/2020
6150,6,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,3,4,3,3,2,2,9,9,9,1,1,9,9,1,1,2,6,1,2,0,1,2,2,9,4,0,0,2,4,0,2,10574.0768,05/06/2020
6151,4,2,2,2,1,3,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,3,4,2,4,3,3,3,3,3,3,3,3,3,1,2,1,4,1,1,0,4,1,2,3,1,1,1,2,3,1,1,1420.3237,05/06/2020
6152,2,2,2,1,2,5,3,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,4,4,2,4,3,3,3,2,1,3,3,3,1,1,2,4,2,2,0,1,1,7,4,3,4,1,2,2,0,2,1252.4166,05/06/2020
6153,6,2,2,2,1,4,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,3,9,9,3,9,3,3,3,3,1,3,3,1,1,1,2,7,1,2,0,1,1,2,9,4,0,0,2,4,0,2,5915.421,05/06/2020
6154,6,2,2,2,1,4,3,4,4,4,1,1,4,1,2,1,2,2,2,1,2,1,1,1,2,2,2,2,4,3,4,4,4,3,3,3,3,3,3,9,9,1,1,1,7,1,1,0,3,2,6,9,4,12,3,1,2,2,2,4416.1535,05/06/2020
6155,5,2,2,2,1,3,2,1,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,4,3,3,3,3,3,3,1,1,1,1,3,1,2,1,6,1,2,0,4,2,5,4,3,3,1,2,3,0,2,998.1188,05/06/2020
6156,4,2,2,2,1,4,3,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,4,3,3,2,2,3,3,3,3,3,3,2,1,4,1,3,1,1,0,4,2,4,2,1,0,0,2,2,0,2,1305.2261,05/06/2020
6157,6,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,1,4,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,1,2,0,4,2,4,9,4,8,2,2,3,0,2,9187.3442,05/06/2020
6158,6,2,2,2,1,2,1,3,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,4,3,4,3,3,3,3,1,1,1,1,1,1,1,7,1,2,0,3,3,4,9,4,5,2,2,4,0,2,1169.7358,05/06/2020
6159,5,2,2,2,1,4,3,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,3,3,3,3,3,3,3,3,1,3,3,1,2,2,3,1,1,0,3,4,1,4,2,5,2,2,2,0,2,4585.4265,05/06/2020
6160,5,2,2,2,1,4,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,4,2,2,4,3,3,3,3,3,3,3,3,4,4,1,3,1,1,0,3,2,5,3,1,0,0,2,4,0,2,7668.7795,05/06/2020
6161,5,2,2,2,1,4,3,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,4,4,3,4,4,3,3,3,3,1,3,3,1,1,2,2,4,1,1,0,1,1,4,3,1,3,1,2,2,0,2,2755.0511,05/06/2020
6162,6,2,2,2,1,5,3,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,3,1,3,4,4,3,3,3,2,2,1,3,3,2,2,2,5,1,2,0,1,1,7,9,4,1,1,2,2,9,2,1142.2386,05/06/2020
6163,6,2,2,2,1,2,3,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,6,1,2,0,3,2,4,9,4,5,2,2,2,2,1,1042.6993,05/06/2020
6164,2,2,2,2,1,2,3,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,2,1,1,4,4,4,3,3,3,3,1,3,3,3,1,1,1,7,2,1,0,3,1,7,2,1,0,0,2,2,0,2,2547.0596,05/06/2020
6165,4,2,2,2,1,3,3,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,2,1,2,2,1,4,4,1,4,3,3,3,1,1,3,3,3,1,4,2,6,1,1,0,1,1,7,2,1,6,2,2,2,0,2,1082.9144,05/06/2020
6166,2,2,2,2,1,4,2,2,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,1,4,3,3,2,1,1,3,3,3,1,1,3,1,3,2,3,1,1,0,1,4,6,1,1,4,1,2,3,0,2,13754.6539,05/06/2020
6167,2,2,2,2,1,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,3,3,3,2,2,2,1,1,1,3,1,1,1,2,7,2,1,0,1,1,6,2,1,8,2,2,2,1,2,10179.0889,05/06/2020
6168,4,2,2,2,1,3,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,1,4,4,4,4,3,3,3,1,3,1,3,3,2,2,4,4,1,1,1,2,1,2,3,1,1,1,2,4,0,2,6066.5992,05/06/2020
6169,6,2,2,2,1,4,4,2,2,2,2,1,9,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,1,4,3,4,4,3,3,3,1,1,1,3,3,2,3,1,5,1,2,0,3,1,2,9,4,99,9,9,1,0,2,2016.8186,05/06/2020
6170,6,2,2,2,1,4,3,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,3,4,3,3,4,3,9,9,9,3,3,9,9,1,3,2,6,1,2,0,1,1,5,9,4,0,0,2,2,0,2,4196.3256,05/06/2020
6171,6,2,2,2,1,4,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,9,9,3,9,9,9,9,9,9,3,1,9,9,1,1,2,7,1,2,0,1,1,2,9,4,0,0,2,3,9,2,5084.1487,05/06/2020
6172,2,2,2,2,1,3,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,3,4,4,1,3,3,1,1,1,3,3,1,3,1,6,2,1,0,3,3,4,1,1,7,2,2,1,0,2,9023.3704,05/06/2020
6173,2,2,2,2,1,5,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,3,4,4,4,4,3,3,3,3,3,3,3,3,4,5,1,4,2,1,0,4,1,4,3,1,5,2,2,3,0,2,1234.0945,05/06/2020
6174,6,2,2,2,1,4,3,4,4,4,4,4,4,4,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,4,3,4,4,3,3,3,3,1,1,3,3,2,2,1,6,1,2,0,3,1,3,9,4,21,4,1,2,0,1,2327.2881,05/06/2020
6175,6,2,2,2,1,4,3,2,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,4,1,3,4,3,3,3,3,3,3,3,3,2,2,2,4,2,1,0,1,1,6,9,4,3,1,2,2,0,2,13923.3527,05/06/2020
6176,4,2,2,2,1,4,3,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,3,4,3,3,3,2,3,3,1,1,3,3,3,1,1,2,2,1,1,0,1,3,6,2,1,1,1,2,2,0,2,7409.0584,05/06/2020
6177,1,2,2,2,1,2,3,3,2,3,3,1,2,3,1,2,2,2,1,1,1,1,1,2,1,1,2,2,1,4,4,4,4,3,9,9,3,1,1,9,9,1,1,1,6,1,2,0,3,3,6,2,1,10,3,1,2,0,2,423.7607,05/06/2020
6178,3,2,2,2,1,4,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,4,4,4,3,3,3,3,3,3,3,3,1,2,1,4,1,2,0,4,2,2,3,1,0,0,2,4,1,2,4044.945,05/06/2020
6179,6,2,2,2,1,4,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,3,3,3,3,1,1,1,3,1,1,2,6,1,1,0,1,1,2,9,4,4,1,2,3,0,2,5828.8562,05/06/2020
6180,6,2,2,2,1,4,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,3,9,9,9,3,3,3,3,3,3,3,3,3,1,1,2,7,2,1,0,1,1,6,9,4,0,0,2,3,0,2,3218.7384,05/06/2020
6181,5,2,2,2,1,4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,4,3,3,4,3,3,3,3,3,3,3,3,1,1,2,2,1,2,0,2,1,7,1,1,0,0,2,4,0,1,2876.2277,05/06/2020
6182,6,2,2,2,1,4,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,3,4,3,3,3,3,3,3,1,1,1,3,3,2,2,1,5,1,2,0,4,4,6,9,4,0,0,2,3,0,2,1027.5145,05/06/2020
6183,5,2,2,2,1,5,4,4,3,2,3,3,2,3,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,4,3,3,1,1,1,2,1,2,3,3,3,1,2,2,4,1,2,0,2,1,6,1,1,13,3,1,1,0,2,4146.8112,05/06/2020
6184,6,2,2,2,1,4,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,2,5,2,2,0,1,4,4,9,4,0,0,2,3,9,2,8028.3582,05/06/2020
6185,5,2,2,2,1,3,5,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,4,3,4,4,3,3,3,1,3,3,3,3,1,2,2,2,1,2,1,1,1,6,4,2,6,2,2,0,0,2,10934.5138,05/06/2020
6186,6,9,9,9,9,9,3,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,9,9,3,3,9,9,9,9,9,3,1,9,9,1,3,2,7,2,1,0,1,1,4,9,4,4,1,2,2,0,2,1110.5954,05/06/2020
6187,6,2,2,2,1,5,2,2,1,2,2,1,3,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,4,4,4,4,3,3,3,1,1,1,1,3,1,1,2,1,1,2,1,4,4,1,9,4,6,2,2,3,0,2,3367.6023,05/06/2020
6188,6,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,3,4,3,3,4,1,3,3,3,1,1,1,3,1,1,2,6,1,1,0,1,1,7,9,4,0,0,2,4,0,2,1625.4686,05/06/2020
6189,6,2,2,2,1,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,4,3,4,3,3,3,3,3,1,3,3,1,2,4,6,2,1,1,1,4,2,9,4,7,2,2,2,0,2,37680.265,05/06/2020
6190,6,2,2,2,1,4,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,4,4,3,2,3,3,3,2,3,3,3,3,3,9,1,7,2,1,0,3,1,1,9,4,0,0,2,2,0,1,3008.4705,05/06/2020
6191,5,2,2,2,1,4,3,4,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,4,2,3,4,2,3,3,2,1,1,1,3,1,2,2,2,1,2,0,2,4,6,4,3,4,1,2,2,0,1,1992.5729,05/06/2020
6192,3,2,2,2,1,3,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,4,4,3,3,4,3,3,3,3,3,3,3,3,4,5,3,4,2,1,1,1,4,6,3,1,1,1,2,3,0,2,27445.1843,05/06/2020
6193,3,2,2,2,1,2,3,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,4,3,3,1,1,3,3,1,1,1,3,3,1,1,3,4,2,2,1,1,3,6,2,1,5,2,2,2,0,2,15655.7625,05/06/2020
6194,6,2,2,2,1,2,4,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,2,1,2,1,4,3,4,4,3,3,3,1,1,3,3,3,1,3,2,2,1,1,0,2,4,3,9,4,5,2,2,1,0,2,4758.909,05/06/2020
6195,6,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,4,4,2,2,4,3,3,3,3,3,3,3,3,1,1,2,7,1,2,0,1,1,1,9,4,0,0,2,4,0,2,22829.2596,05/06/2020
6196,6,2,2,2,1,4,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,4,9,2,4,3,3,3,3,3,3,3,3,2,2,1,6,1,2,0,4,1,7,9,4,0,0,2,3,0,2,1828.9682,05/06/2020
6197,5,1,2,2,2,4,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,2,4,4,4,4,4,1,3,3,3,3,3,3,3,1,3,3,4,1,1,1,1,1,6,3,1,0,0,2,4,0,2,2159.0671,05/06/2020
6198,3,2,2,2,1,4,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,3,3,4,2,4,3,3,3,2,1,1,3,3,4,5,2,4,2,1,1,1,3,6,3,1,0,0,2,4,0,2,11990.9528,05/06/2020
6199,6,2,1,2,2,1,4,2,2,2,4,3,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,4,3,2,4,1,3,3,2,1,1,1,3,1,1,1,1,1,1,0,4,4,2,9,4,8,2,2,1,0,2,13753.0844,05/06/2020
6200,4,2,2,2,1,3,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,3,4,3,3,4,3,3,3,3,1,1,3,3,3,3,1,3,1,2,0,4,1,4,3,1,0,0,2,3,0,1,2299.8892,05/06/2020
6201,6,2,2,2,1,4,2,3,4,3,3,2,2,3,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,4,3,3,9,3,3,3,1,1,1,3,3,2,3,2,6,1,2,0,1,1,4,9,4,13,3,1,3,0,2,2230.0295,05/06/2020
6202,5,2,2,2,1,5,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,4,3,3,4,2,3,3,3,3,1,3,3,4,4,2,5,1,2,0,1,1,2,3,1,2,1,2,3,0,2,4953.9386,05/06/2020
6203,4,2,2,2,1,4,4,2,2,2,3,3,4,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,4,4,4,2,3,3,3,3,1,1,3,1,1,1,2,2,1,2,1,1,1,7,1,1,11,3,1,1,0,1,2974.341,05/06/2020
6204,5,2,2,2,1,4,4,3,3,3,3,3,4,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,3,4,3,3,4,3,3,3,3,1,1,3,3,2,5,2,4,1,2,0,1,1,6,3,1,14,3,1,1,0,1,766.6953,05/06/2020
6205,4,2,2,2,1,3,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,2,2,1,4,2,2,4,3,3,3,3,1,3,3,3,1,1,4,4,1,2,1,3,1,4,3,1,1,1,2,4,0,1,9526.3676,05/06/2020
6206,5,2,2,2,1,4,2,4,3,3,4,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,3,3,3,3,3,3,1,3,2,2,1,2,3,2,3,1,2,1,1,1,4,3,1,15,4,1,3,0,1,2547.4028,05/06/2020
6207,6,2,2,2,1,4,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,4,4,2,4,4,3,3,3,3,1,1,3,3,1,1,1,6,1,1,0,3,3,4,9,4,0,0,2,4,0,2,517.9883,05/06/2020
6208,6,2,2,2,1,4,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,3,4,3,3,4,3,3,3,3,1,3,3,3,4,3,2,7,1,1,0,1,1,6,9,4,1,1,2,3,0,2,10358.8937,05/06/2020
6209,6,2,2,2,1,4,2,1,1,1,3,3,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,4,3,3,4,3,3,3,3,3,3,3,3,2,3,1,6,1,2,0,4,1,7,9,4,4,1,2,3,0,2,879.6634,05/06/2020
6210,6,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,4,4,3,4,3,3,3,3,1,1,3,1,1,1,2,6,1,2,0,1,1,4,9,4,0,0,2,4,0,1,5813.974,05/06/2020
6211,6,2,2,1,2,3,4,4,4,4,3,1,2,4,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,3,3,4,3,3,3,1,1,1,1,3,2,2,5,1,2,2,1,4,1,2,9,4,15,4,1,1,0,2,10014.6591,05/06/2020
6212,4,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,3,4,3,3,2,1,3,3,2,2,1,3,1,1,1,2,5,1,1,1,1,1,7,1,1,5,2,2,3,0,2,6854.3624,05/06/2020
6213,6,2,2,2,1,4,1,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,4,3,4,3,3,3,3,3,3,1,3,3,1,1,1,7,2,2,0,4,4,7,9,4,3,1,2,4,9,2,1975.5939,05/06/2020
6214,5,2,2,2,1,4,2,2,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,4,3,3,4,3,3,3,3,3,3,3,3,2,2,2,4,1,2,1,2,1,6,1,1,5,2,2,3,0,2,2172.5197,05/06/2020
6215,6,2,2,2,1,5,3,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,3,9,3,9,4,3,3,3,1,1,1,3,3,1,1,2,6,1,1,0,1,1,3,9,4,4,1,2,2,0,2,9585.9795,05/06/2020
6216,6,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,4,3,3,3,2,3,3,3,1,1,1,3,1,1,2,6,1,1,0,1,4,6,9,4,0,0,2,4,0,1,2776.0767,05/06/2020
6217,3,2,2,2,1,5,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,3,4,3,3,4,3,3,3,3,3,1,3,3,2,2,1,5,1,2,0,3,1,4,4,3,5,2,2,3,0,2,1027.5145,05/06/2020
6218,6,2,2,2,1,5,4,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,4,3,3,4,3,3,3,1,1,1,3,3,1,3,2,6,1,1,0,2,1,6,9,4,7,2,2,1,0,2,1399.369,05/06/2020
6219,5,2,2,2,1,4,3,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,4,4,4,4,4,3,3,3,3,3,3,3,3,2,3,1,4,1,1,0,4,2,4,3,1,0,0,2,2,0,2,10121.4401,05/06/2020
6220,6,1,2,2,2,2,3,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,4,2,2,4,3,3,3,1,1,1,3,1,2,4,2,5,1,1,0,1,1,2,9,4,3,1,2,2,0,2,7738.8228,05/06/2020
6221,5,2,2,2,1,5,3,3,2,4,3,2,3,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,4,4,4,4,2,3,3,3,2,1,1,3,3,2,3,2,4,1,1,0,3,1,3,3,1,12,3,1,2,0,1,6407.6393,05/06/2020
6222,5,2,2,2,1,4,4,2,1,2,2,1,3,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,3,4,3,3,3,3,3,3,1,1,1,3,3,1,3,2,4,1,1,1,1,1,7,1,1,5,2,2,1,0,2,2027.1795,05/06/2020
6223,3,2,2,2,1,2,3,3,3,3,3,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,3,4,3,3,4,3,3,3,3,2,1,3,1,1,3,4,4,1,2,0,1,1,6,1,1,10,3,1,2,0,2,1200.1184,05/06/2020
6224,6,2,2,2,1,3,2,2,2,4,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,2,3,3,2,1,1,3,3,1,2,2,6,2,2,0,1,3,7,9,4,7,2,2,3,0,2,9753.5718,05/06/2020
6225,6,2,2,2,1,4,4,4,2,2,2,2,3,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,4,3,3,2,3,3,3,3,1,1,1,1,1,1,3,4,1,2,1,1,1,7,9,4,9,2,2,1,0,2,18021.9886,05/06/2020
6226,5,2,2,2,1,4,2,3,2,3,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,3,4,3,3,3,3,3,3,1,1,1,3,3,1,3,2,4,1,1,0,4,1,4,1,1,7,2,2,3,0,1,5488.7524,05/06/2020
6227,6,2,1,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,4,3,3,2,3,3,3,1,3,1,3,1,2,2,2,3,1,1,1,1,1,2,9,4,9,2,2,2,0,2,3923.1135,05/06/2020
6228,4,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,4,4,3,3,2,3,3,3,2,1,1,3,3,1,1,2,4,1,1,0,1,1,6,1,1,0,0,2,3,0,2,1948.8137,05/06/2020
6229,6,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,4,2,4,4,3,3,3,1,1,1,3,3,1,1,1,4,1,1,0,4,1,3,9,4,2,1,2,3,0,2,3400.0118,05/06/2020
6230,6,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,3,4,3,3,4,3,3,3,1,1,1,1,1,3,3,3,1,1,2,1,4,4,1,9,4,1,1,2,3,0,2,5238.4964,05/06/2020
6231,3,1,2,2,2,1,3,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,4,2,4,3,3,3,3,3,3,3,3,3,1,1,2,5,2,2,0,3,4,6,3,1,3,1,2,2,0,2,6465.8421,05/06/2020
6232,3,2,2,2,1,5,3,3,3,3,3,3,2,3,2,2,2,2,2,2,1,1,1,1,1,2,2,2,3,4,3,3,3,3,3,3,3,1,1,3,3,1,5,1,3,1,2,1,4,1,3,3,1,13,3,1,2,0,1,6293.5812,05/06/2020
6233,6,2,2,2,1,4,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,3,4,3,3,4,3,3,3,3,1,3,3,3,1,3,2,6,1,2,0,1,1,6,9,4,0,0,2,3,0,2,3851.7837,05/06/2020
